,tamano_m2,habitaciones,banos,planta_cod,tiene_ascensor,tiene_terraza,tiene_trastero,calefaccion_cod,estado_cod,municipio_cod,ratio_hab_m2,ratio_banos_hab
4622,1.5880958255354691,0.7116142673994847,1.229218911463654,0.6007126602845019,0.657897391340961,-0.8065983007036439,-0.9904456407867155,1.333976499026512,-1.3342146985807015,-0.008779360314179323,-0.3894651875741157,-0.2169558644990622
409,-0.21350983053424086,-0.7109314454573135,1.229218911463654,-0.9862351918231993,0.657897391340961,-0.8065983007036439,1.0096465255838731,-0.4528544308739809,0.34277712970072327,-1.001919667348044,-0.5732932998180663,0.8329389528646448
4338,-1.2429987768597894,0.00034141097108565714,1.229218911463654,-1.515217809192433,0.657897391340961,-0.8065983007036439,-0.9904456407867155,0.4405610340762655,0.34277712970072327,0.487790793202753,0.7790598347412915,0.13300907462217346
8119,0.17254852433783988,-0.7109314454573135,-1.217864444691096,-0.9862351918231993,0.657897391340961,1.239774493856037,-0.9904456407867155,-0.4528544308739809,0.34277712970072327,1.4809311002366177,-0.6918774256106297,-0.5669208036202978
3026,0.5071324318936432,-0.7109314454573135,-1.217864444691096,1.6586778950229695,0.657897391340961,-0.8065983007036439,1.0096465255838731,1.333976499026512,2.0197689579821483,-1.4984898208649762,-0.7728500205962588,-0.5669208036202978
576,0.7130302211587529,-1.4222043018857125,1.229218911463654,-0.45725257445396555,0.657897391340961,1.239774493856037,1.0096465255838731,-1.3462698958242274,0.34277712970072327,-0.008779360314179323,-1.164632807103649,2.932728587592059
2619,0.97040245774014,0.7116142673994847,0.005677233386278993,-0.45725257445396555,0.657897391340961,1.239774493856037,1.0096465255838731,-0.4528544308739809,0.34277712970072327,-1.4984898208649762,-0.20952990594238974,-0.5669208036202978
2564,-1.0371009875946797,-0.7109314454573135,0.005677233386278993,1.6586778950229695,-1.519993867070589,1.239774493856037,1.0096465255838731,-1.3462698958242274,-1.3342146985807015,-0.5053495138311116,-0.15517445628280604,0.13300907462217346
7807,0.14681130067970116,-0.7109314454573135,-1.217864444691096,0.6007126602845019,0.657897391340961,-0.8065983007036439,1.0096465255838731,0.4405610340762655,0.34277712970072327,0.9843609467196853,-0.6849097707618012,-0.5669208036202978
713,-0.110560935901686,-0.7109314454573135,1.229218911463654,-1.515217809192433,0.657897391340961,1.239774493856037,1.0096465255838731,1.333976499026512,-1.3342146985807015,-0.5053495138311116,-0.6081365367793381,0.8329389528646448
4665,0.9961396813982788,-1.4222043018857125,-1.217864444691096,-0.45725257445396555,0.657897391340961,1.239774493856037,-0.9904456407867155,-0.4528544308739809,0.34277712970072327,0.487790793202753,-1.1900878190066708,0.13300907462217346
3316,0.018125182389007573,-1.4222043018857125,1.229218911463654,-0.45725257445396555,0.657897391340961,-0.8065983007036439,1.0096465255838731,-1.3462698958242274,-1.3342146985807015,-1.001919667348044,-1.081141187209345,2.932728587592059
1087,-1.4488965661248991,-0.7109314454573135,0.005677233386278993,0.07173004291526817,-1.519993867070589,-0.8065983007036439,1.0096465255838731,1.333976499026512,-1.3342146985807015,-0.5053495138311116,0.2330787555713643,0.13300907462217346
11323,0.6358185501843368,0.7116142673994847,-1.217864444691096,-0.9862351918231993,0.657897391340961,-0.8065983007036439,-0.9904456407867155,0.4405610340762655,2.0197689579821483,-1.001919667348044,-0.08574231255706023,-0.9168857427415336
2335,1.5366213782191918,0.7116142673994847,0.005677233386278993,0.07173004291526817,0.657897391340961,-0.8065983007036439,-0.9904456407867155,-1.3462698958242274,-1.3342146985807015,-1.4984898208649762,-0.3763884955950659,-0.5669208036202978
4341,-1.5003710134411765,0.7116142673994847,1.229218911463654,-0.45725257445396555,0.657897391340961,-0.8065983007036439,-0.9904456407867155,1.333976499026512,0.34277712970072327,0.9843609467196853,2.1096359461998544,-0.2169558644990622
9854,0.043862406047146286,0.00034141097108565714,0.005677233386278993,-0.9862351918231993,0.657897391340961,1.239774493856037,1.0096465255838731,-1.3462698958242274,0.34277712970072327,-1.001919667348044,-0.2266947847822585,-0.33361084420614084
8201,-1.5261082370993153,-0.7109314454573135,0.005677233386278993,-0.45725257445396555,0.657897391340961,1.239774493856037,1.0096465255838731,1.333976499026512,0.34277712970072327,0.487790793202753,0.3319734416096907,0.13300907462217346
1454,-1.0371009875946797,-1.4222043018857125,-1.217864444691096,-0.9862351918231993,0.657897391340961,-0.8065983007036439,-0.9904456407867155,1.333976499026512,2.0197689579821483,1.4809311002366177,-0.8346175770276042,0.13300907462217346
4972,-1.2944732241760668,0.7116142673994847,-1.217864444691096,-1.515217809192433,0.657897391340961,-0.8065983007036439,-0.9904456407867155,1.333976499026512,0.34277712970072327,0.9843609467196853,1.6420621856873052,-0.9168857427415336
4205,-0.23924705419237957,0.7116142673994847,1.229218911463654,0.07173004291526817,0.657897391340961,1.239774493856037,1.0096465255838731,-1.3462698958242274,0.34277712970072327,-0.5053495138311116,0.3857414262518875,-0.2169558644990622
5561,-0.470882067115628,0.00034141097108565714,1.229218911463654,-1.515217809192433,-1.519993867070589,1.239774493856037,-0.9904456407867155,0.4405610340762655,-1.3342146985807015,-0.5053495138311116,0.04721285627947419,0.13300907462217346
881,-0.9084148693039862,1.4228871238278837,1.229218911463654,0.07173004291526817,0.657897391340961,1.239774493856037,-0.9904456407867155,1.333976499026512,0.34277712970072327,-1.001919667348044,1.6625564901253551,-0.42693482797180365
1710,1.3564608126122208,1.4228871238278837,1.229218911463654,-1.515217809192433,0.657897391340961,-0.8065983007036439,-0.9904456407867155,-0.4528544308739809,0.34277712970072327,-1.001919667348044,-0.031639343420115366,-0.42693482797180365
4653,-0.05908648858540857,0.00034141097108565714,1.229218911463654,0.07173004291526817,0.657897391340961,-0.8065983007036439,1.0096465255838731,0.4405610340762655,-1.3342146985807015,-1.001919667348044,-0.17988147885534417,0.13300907462217346
2963,-0.05908648858540857,1.4228871238278837,0.005677233386278993,0.6007126602845019,-1.519993867070589,-0.8065983007036439,-0.9904456407867155,-0.4528544308739809,0.34277712970072327,-1.001919667348044,0.7095713337560281,-0.7069067792687921
8724,-0.9341520929621249,-1.4222043018857125,-1.217864444691096,0.6007126602845019,-1.519993867070589,-0.8065983007036439,-0.9904456407867155,-0.4528544308739809,-1.3342146985807015,-1.4984898208649762,-0.8703777412773304,0.13300907462217346
5113,-0.8054659746714313,-0.7109314454573135,-1.217864444691096,-0.9862351918231993,-1.519993867070589,1.239774493856037,-0.9904456407867155,-1.3462698958242274,0.34277712970072327,1.4809311002366177,-0.30616181644831675,-0.5669208036202978
2981,1.0476141287145562,-0.7109314454573135,1.229218911463654,1.1296952776537357,0.657897391340961,1.239774493856037,1.0096465255838731,-0.4528544308739809,0.34277712970072327,-0.5053495138311116,-0.8745848194243571,0.8329389528646448
2245,0.3784463136029496,-0.7109314454573135,0.005677233386278993,0.6007126602845019,0.657897391340961,1.239774493856037,-0.9904456407867155,-1.3462698958242274,0.34277712970072327,0.487790793202753,-0.7436684978727887,0.13300907462217346
8866,0.9961396813982788,0.7116142673994847,-1.217864444691096,-0.9862351918231993,0.657897391340961,-0.8065983007036439,-0.9904456407867155,-0.4528544308739809,0.34277712970072327,0.9843609467196853,-0.218169182709476,-0.9168857427415336
3325,0.8417163394494465,-0.7109314454573135,-1.217864444691096,-0.45725257445396555,0.657897391340961,-0.8065983007036439,-0.9904456407867155,1.333976499026512,0.34277712970072327,-1.001919667348044,-0.8393033916534303,-0.5669208036202978
10812,0.9189280104238626,-0.7109314454573135,1.229218911463654,0.07173004291526817,0.657897391340961,-0.8065983007036439,-0.9904456407867155,-0.4528544308739809,0.34277712970072327,-0.5053495138311116,-0.8529809046153013,0.8329389528646448
